PassengerId,Survived
892,0.06338621509209745
893,0.96
894,0.10083105659390487
895,0.11823443631531863
896,0.92
897,0.0
898,0.31916666666666665
899,0.16166666666666665
900,1.0
901,0.1745
902,0.029011443702684138
903,0.02
904,1.0
905,0.15582692307692306
906,1.0
907,0.9642882395382395
908,0.000967741935483871
909,0.0853864072803701
910,0.22799999999999998
911,1.0
912,0.28
913,0.08333333333333331
914,1.0
915,0.09
916,0.96
917,0.0
918,1.0
919,0.0853864072803701
920,0.8232997835497833
921,0.18666666666666665
922,0.15582692307692306
923,0.25366666666666665
924,0.76
925,0.23
926,0.87
927,0.16552194276311916
928,0.13
929,0.09
930,0.20502439227439218
931,0.7361535131535131
932,0.81
933,0.4896245469879878
934,0.1632208249267073
935,0.8466969236473877
936,1.0
937,0.3607032505248447
938,0.42114285714285715
939,0.11591423623489171
940,1.0
941,0.9
942,0.28
943,0.0
944,0.8733333333333333
945,1.0
946,0.01
947,0.0
948,0.029011443702684138
949,0.0
950,0.0
951,1.0
952,0.029011443702684138
953,0.04
954,0.11591423623489171
955,0.99875
956,0.29
957,0.94
958,0.97
959,0.011000000000000001
960,0.03
961,0.96
962,0.6960642959981194
963,0.029011443702684138
964,0.6438174603174602
965,0.0029411764705882353
966,1.0
967,0.01
968,0.11549926233306833
969,0.8941909495733021
970,0.14809002402649576
971,0.6960642959981194
972,0.89
973,0.19
974,0.02
975,0.029011443702684138
976,0.10041860419235568
977,0.0
978,0.97
979,0.13
980,0.6960642959981194
981,0.65
982,0.6715000000000001
983,0.1041259128298602
984,1.0
985,0.11549926233306833
986,0.02
987,0.3338124098124096
988,1.0
989,0.3607032505248447
990,0.39361904761904776
991,0.11549926233306833
992,1.0
993,0.15582692307692306
994,0.11591423623489171
995,0.1041259128298602
996,0.32
997,0.11
998,0.035095238095238096
999,0.11591423623489171
1000,0.05962258982847219
1001,0.14809002402649576
1002,0.0
1003,0.3183214285714285
1004,1.0
1005,1.0
1006,0.99
1007,0.0
1008,0.0
1009,0.8477857142857144
1010,0.7
1011,0.8622152585976113
1012,0.9956730769230769
1013,0.13448459607128338
1014,1.0
1015,0.0
1016,0.11591423623489171
1017,0.7467142857142857
1018,0.3338124098124096
1019,0.84
1020,0.14809002402649576
1021,0.11549926233306833
1022,0.11549926233306833
1023,0.03
1024,0.01
1025,0.0
1026,0.029011443702684138
1027,0.1632208249267073
1028,0.0853864072803701
1029,0.14809002402649576
1030,0.13
1031,0.0763888888888889
1032,0.05
1033,0.84
1034,0.27
1035,0.0
1036,0.4896245469879878
1037,0.025
1038,0.003333333333333333
1039,0.11549926233306833
1040,0.4896245469879878
1041,0.8540000000000001
1042,1.0
1043,0.029011443702684138
1044,0.09951243727963202
1045,0.98
1046,0.4833333333333333
1047,0.0
1048,1.0
1049,0.39361904761904776
1050,0.4896245469879878
1051,0.7323333333333334
1052,0.99875
1053,0.89
1054,0.991486568986569
1055,0.47171428571428575
1056,0.14809002402649576
1057,0.87
1058,0.0
1059,0.3574603174603175
1060,0.97875
1061,0.17
1062,0.0
1063,0.0853864072803701
1064,0.57
1065,0.16552194276311916
1066,0.14222222222222222
1067,1.0
1068,1.0
1069,0.7433333333333334
1070,1.0
1071,1.0
1072,0.14809002402649576
1073,0.26
1074,1.0
1075,0.11591423623489171
1076,0.99
1077,0.03
1078,0.95
1079,0.13880071582740436
1080,0.0
1081,0.14809002402649576
1082,0.15582692307692306
1083,0.02
1084,0.56
1085,0.000967741935483871
1086,0.49833333333333335
1087,0.1632208249267073
1088,0.58
1089,0.3183214285714285
1090,0.10041860419235568
1091,0.06
1092,0.9433333333333335
1093,0.22
1094,0.19
1095,0.5469047619047618
1096,0.10041860419235568
1097,0.0
1098,0.6960642959981194
1099,0.10041860419235568
1100,0.97875
1101,0.029011443702684138
1102,0.11
1103,0.0
1104,0.04475
1105,0.8622152585976113
1106,0.35994047619047614
1107,0.011000000000000001
1108,0.97
1109,0.26
1110,0.99
1111,0.11549926233306833
1112,0.8230555555555555
1113,0.11549926233306833
1114,0.8621516816516812
1115,0.3338124098124096
1116,0.97875
1117,0.5066666666666667
1118,0.3338124098124096
1119,0.6960642959981194
1120,0.0
1121,0.14809002402649576
1122,0.12475
1123,0.97875
1124,0.0
1125,0.0007703081232492998
1126,0.13
1127,0.1632208249267073
1128,0.76
1129,0.0853864072803701
1130,0.7045683408009258
1131,1.0
1132,0.97875
1133,1.0
1134,0.52
1135,0.006288928766402182
1136,0.10516666666666666
1137,0.2693571428571428
1138,0.94
1139,0.24416666666666664
1140,0.8622152585976113
1141,0.34011111111111103
1142,0.98
1143,0.3607032505248447
1144,0.44
1145,0.0
1146,0.20502439227439218
1147,0.0
1148,0.11591423623489171
1149,0.11549926233306833
1150,0.8466969236473877
1151,0.1041259128298602
1152,0.0
1153,0.1632208249267073
1154,1.0
1155,0.92
1156,0.016831303381963536
1157,0.029011443702684138
1158,0.0
1159,0.0
1160,0.13
1161,0.11823443631531863
1162,0.7
1163,0.11591423623489171
1164,0.99
1165,0.9633333333333334
1166,0.0853864072803701
1167,0.8622152585976113
1168,0.10041860419235568
1169,0.15582692307692306
1170,0.002
1171,0.10041860419235568
1172,0.09
1173,0.37
1174,0.6960642959981194
1175,0.13
1176,0.69
1177,0.0
1178,0.0
1179,0.05
1180,0.16552194276311916
1181,0.11549926233306833
1182,0.017666666666666667
1183,0.46
1184,0.16552194276311916
1185,0.27
1186,0.20502439227439218
1187,0.029011443702684138
1188,1.0
1189,0.18666666666666665
1190,0.0
1191,0.1632208249267073
1192,0.1041259128298602
1193,0.0
1194,0.44
1195,0.11823443631531863
1196,0.6960642959981194
1197,0.955
1198,0.84
1199,0.74
1200,0.77
1201,0.31149999999999994
1202,0.11823443631531863
1203,0.0853864072803701
1204,0.0
1205,0.6960642959981194
1206,1.0
1207,0.99875
1208,0.39
1209,0.10041860419235568
1210,0.1632208249267073
1211,0.25366666666666665
1212,0.1041259128298602
1213,0.16552194276311916
1214,0.14809002402649576
1215,0.4896245469879878
1216,1.0
1217,0.0
1218,1.0
1219,0.06
1220,0.15582692307692306
1221,0.14809002402649576
1222,1.0
1223,0.42114285714285715
1224,0.0853864072803701
1225,0.715
1226,0.029011443702684138
1227,0.02
1228,0.14809002402649576
1229,0.11613075813075811
1230,0.1145
1231,0.16552194276311916
1232,0.10041860419235568
1233,0.0
1234,0.2134722222222222
1235,1.0
1236,0.56
1237,0.77
1238,0.14809002402649576
1239,1.0
1240,0.04
1241,0.94
1242,1.0
1243,0.10041860419235568
1244,0.04475
1245,0.29541666666666666
1246,0.76
1247,0.02
1248,1.0
1249,0.0007703081232492998
1250,0.11591423623489171
1251,0.98
1252,0.0
1253,1.0
1254,0.94
1255,0.11823443631531863
1256,1.0
1257,0.09
1258,0.0
1259,0.32
1260,1.0
1261,0.79
1262,0.19
1263,1.0
1264,0.0
1265,0.14809002402649576
1266,1.0
1267,1.0
1268,0.09
1269,0.010625
1270,0.0
1271,0.4833333333333333
1272,0.11591423623489171
1273,0.0007703081232492998
1274,0.04
1275,0.7164761904761905
1276,0.04989423139697258
1277,1.0
1278,0.1041259128298602
1279,0.14809002402649576
1280,0.11591423623489171
1281,0.015
1282,0.46
1283,1.0
1284,0.6441666666666667
1285,0.10041860419235568
1286,0.015
1287,1.0
1288,0.0
1289,1.0
1290,0.1041259128298602
1291,0.0
1292,0.99
1293,0.002
1294,1.0
1295,0.0
1296,0.05563165266106442
1297,0.79
1298,0.3561961230719745
1299,0.18
1300,0.99875
1301,0.6466666666666666
1302,0.6960642959981194
1303,1.0
1304,0.3183214285714285
1305,0.11549926233306833
1306,1.0
1307,0.0
1308,0.11549926233306833
1309,0.08833333333333333
